,text,ratingVal,ratingCount,tags
9,"Sorry, I'm out of my mind at the moment, please leave a message and I'll get back to you as soon as possible. ",54.81,15,life
0,I'd kill for a Nobel Peace Prize.,54.81,15,life
1,"Keep your eyes wide open before marriage, half shut afterwards.",54.81,15,marriage
2,I discovered I scream the same way whether I'm about to be devoured by a great white shark or if a piece of seaweed touches my foot.,54.81,15,"animal, life"
3,"With sufficient thrust, pigs fly just fine.",54.81,15,
4,"If at first you don't succeed, skydiving is not for you!",54.81,15,
5,"What did the light bulb say to the switch? ""You turn me on.""",54.81,15,"life, Valentines"
6,"Dear ladies, if you want to have more free time and have fun on the weekends, teach your men fishing!",54.81,15,"animal, marriage, men, women, work"
7,"Whoever coined the phrase ""Quiet as a mouse"" has never stepped on one.",54.81,15,animal
8,"What did the painter say to her boyfriend? ""I love you with all my art!""
",54.81,15,Valentines
9,"What do you call a very small valentine? A valentiny.
",54.81,15,Valentines
0,"I say no to alcohol, it just doesn't listen.",54.81,15,"attitude, life"
1,I recently read that love is entirely a matter of chemistry. That must be why my wife treats me like toxic waste.,54.81,15,"marriage, women"
2,"Glad I'm not a general, because auto-correct just changed ""lunch order"" to ""launch order.""",54.81,15,work
3,Multitasking: screwing up several things at once.,54.81,15,life
4,"An angry woman can pack everything she owns in an hour, but it will take her a week to pack for vacation? Women...",54.81,15,women
5,Women will drive miles out of their way to avoid the possibility of getting lost using a shortcut. ,54.81,15,women
6,"If something goes wrong at the office, blame the guy who can't speak English...",54.81,15,work
7,"If mummies are from egypt, then where are daddies from?",54.81,15,life
8,"The best way to lie is to tell the truth, carefully edited truth.",54.81,15,life
9,IRS: We've got what it takes to take what you've got.,54.81,15,life
0,A consensus means that everyone agrees to say collectively what no one believes individually.,54.81,15,life
1,He can't decide whether to have his visor half open or half closed.,54.81,15,sport
2,I took a course in speed waiting. Now I can wait an hour in only ten minutes.,54.78,18,life
3,The best contraceptive for old people is nudity. ,54.78,18,retirement
4,"Brains are wonderful, I wish everyone had one.",54.78,18,life
5,I pretend to work as long as they pretend to pay me.,54.78,18,life
6,"The human brain is a wonderful thing. It starts working the moment you are born, and never stops until you stand up to speak in public.",54.78,18,life
7,A woman has the last word in any argument. Anything a man says after that is the beginning of a new argument.,54.78,18,"life, men, women"
8,"I ran into my ex the other day, hit reverse, and ran into him again.",54.78,18,love
9,It ain't the jeans that make your butt look fat.,54.78,18,women
0,You're never too old to learn something stupid.,54.78,18,stupid
1,"It's not the bullet that kills you, it's the hole.",54.78,18,life
2,"Thanks honey for rolling over at 3am and telling me I should get some sleep.

In my insomnia stupor that hadn't crossed my mind.",54.78,18,"marriage, stupid"
3,"If the answer to all questions is yes, so why not?",54.78,18,"life, sarcastic"
4,"I just let my mind wander, and it didn't come back.",54.78,18,stupid
5,"Who was the first to see a cow and think ""I wonder what will happen if I squeeze these dangly things and drink whatever comes out?""",54.78,18,animal
6,"There is no I in Team, but there's always one big A... if you know what I mean.",54.78,18,work
7,Real men don't cry…tears for real men are only unnecessary liquids in the body.,54.78,18,men
8,"Everybody lies, but it doesn't matter since nobody listens.",54.78,18,"attitude, life"
9,"If people could read my mind, I'd get punched in the face a lot.",54.78,18,life
0,A friend is someone who will help you move. A GOOD friend is someone who will help you move a dead body.,54.78,18,life
1,"There are two kinds of friends : those who are around when you need them, and those who are around when they need you.",54.78,18,life
2,Every organisation is perfectly designed to get the results they are getting.,54.78,18,life
3,There's a pigeon walking up the driveway. I don't care what he wants. I'm not answering the door.,54.78,18,animal
4,"Everything is edible, some things are only edible once.",54.78,18,life
5,Smoking is a slow death! But we're not in a hurry…,54.72,61,"attitude, death, life"
6,"Which of Santa's reindeers needs to mind his manners the most? ""Rude""olph
",54.68,162,"Christmas, puns"
7,"What's the difference between oral sex and anal sex? Oral sex makes your day, anal sex makes your hole weak.",54.67,48,sex
8,"Whatever kind of look you were going for, you missed.",54.67,48,"insults, rude"
9,"Did you hear about the blind prostitute? Well, you got to hand it to her.",54.66,66,"dirty, sex, women"
0,Why do vegetarians give good head? Because they are used to eating nuts!,54.66,66,dirty
1,When he proposed to her. She found it very engaging.,54.63,32,"sarcastic, wedding"
2,"I'm trying to get on your good side, but I haven't found it yet.",54.63,32,"attitude, rude"
3,That one liner 'i'm not drinking too much tonight' never goes as planned...,54.63,32,"alcohol, life"
4,"When you try to prove to someone that something doesn't work, it will.",54.63,32,life
5,"Why do they say that eating yogurt and oysters will improve your sex life? Because if you'll eat that stuff, you'll eat anything.",54.57,40,sex
6,HOW DO I TURN OFF CAPS LOCK? I ACCIDENTALLY TURNED IT ON YESTERDAY AND I DON'T KNOW HOW TO TURN IT BACK OFF. ALL MY FRIENDS ARE MAD BECAUSE THEY THINK I AM SHOUTING AT THEM OVER INTERNET. PLEASE HELP!!!,54.52,53,"IT, stupid"
7,Men will brag that there are women waiting by the phone at this very moment for their call. Who are these women? Women working at 900 numbers.,54.52,53,"men, sarcastic, sex, women"
8,How does a man show he's planning for the future? He buys two cases of beer instead of one.,54.42,58,"dirty, men"
9,What does tightrope walking and getting a blowjob from Grandma have in common? You don't look down.,54.37,88,"dirty, retirement, rude"
0,Life's a jungle let's go to your place and fuck like animals!,54.34,83,"animal, dirty, flirty, sex"
1,"""Were any famous men born on your birthday?"" ""No, only little babies."" ",54.34,68,"birthday, stupid"
2,"Some people are kind, polite, and sweet-spirited until you try to sit in their pews.",54.33,45,christian
3,"Before the wedding I have loved all the women on earth, after the wedding one woman less.",54.33,45,"marriage, men, wedding, women"
4,It's uncomfortable when the neighbor's kids look like you.,54.33,45,"kids, marriage, men"
5,Einstein used science to get laid; that guy is a genius... I've been using money.,54.33,78,"dirty, money, sex"
6,What do you call a black with no arms? Trustworthy.,54.33,127,black
7,"Everyone has the right to be stupid, but you are abusing the privilege!",54.28,29,stupid
8,"If it ain't broke, I haven't borrowed it yet.",54.28,29,"attitude, stupid"
9,"Magician: I need a volunteer. [man stands] Not you. [woman stands] Not you. GARY GET UP HERE! [Gary goes up] We've never met before, right?",54.28,29,"attitude, work"
0,"I used to drink all brands of beer. Now, I am older Budweiser!",54.28,29,alcohol
1,A person has to have a warm heart and a cold beer.,54.22,37,"alcohol, life, men"
2,It's a pleasure to see you and another – not to see.,54.22,37,"friendship, life"
3,Why do the Scottish wear kilts? Because a sheep can hear a zipper from like a mile away.,54.22,37,"retirement, stupid"
4,The only thing more important than your happiness is mine so get on it.,54.22,37,"happiness, rude"
5,Girl: Why are you so ugly? Boy: I'm you from the future.,54.19,95,"flirty, insults, ugly"
6,Why did the students eat their homework? Because the teacher said that it was a piece of cake.,54.19,50,"food, school"
7,"Would you send your son to a school run by someone who insisted on being called ""Headmaster?""",54.19,50,"kids, life, school"
8,"On a scale of North Korea to America, how free are you tonight?",54.06,60,"political, stupid"
9,Miss Anders... I didn't recognise you with your clothes on.,54.05,75,"dirty, sarcastic, women"
0,"She's so fat, she's got more chins than a Chinese phone book.",54.04,70,"insults, rude"
1,"Girl, if you were a dinosaur, you'd be a Gorgeousaurus",54.04,65,"animal, beauty, dirty"
2,My birth certificate was a letter of apology that my dad got from the condom company…,54.01,114,"birthday, kids, sex"
3,"One head is ok, but a whole body is much better.",53.92,26,"life, sarcastic"
4,"What's the difference between a new husband and a new dog? After a year, the dog is still excited to see you.",53.92,26,"animal, marriage, men"
5,What's your amplitude for charm-strange mixing?,53.92,26,flirty
6,That awesome moment when you open the fridge and the first thing you see is the thing you wanted to eat.,53.92,26,"attitude, life"
7,I really lack the words to compliment myself today.,53.92,26,"motivational, sport"
8,Why is air a lot like sex? Because it's no big deal unless you're not getting any.,53.92,26,sex
9,"Never give up, for that is just the place and time that the tide will turn.",53.92,26,"motivational, time"
0,"Kids, you tried your best and you failed miserably. The lesson is, never try.",53.83,47,"kids, sarcastic"
1,"You stare at frozen juice cans because they say, ""concentrate"".",53.83,47,insults
2,"When you get to your wit's end, You'll find God lives there.",53.83,47,"christian, God"
3,"Dear men, if you stopped seeing your wife as a woman, it doesn't mean that all men are blind.",53.83,34,"life, love, marriage, men"
4,*Puts down phone* OH MY GOD I HAVE ANOTHER HAND!,53.83,34,"IT, stupid"
5,"You know, it's not the length of the vector that counts... it's how you apply the force.",53.83,34,dirty
6,Monday is an awful way to spend 1/7th of your life.,53.83,34,"attitude, life, work"
